title,description,final_description,skill_level,pattern_link,local_path
Sweetheart or Teddy Set in Bernat Handicrafter Cotton Solids,"Sweetheart or Teddy Set in Bernat Handicrafter Cotton Solids is a free  Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Sweetheart or Teddy Set in Bernat Handicrafter Cotton Solids Bernat Crochet English 2.0patterns nanpages Sweetheart or Teddy Set in Bernat Handicrafter Cotton Solids is a free Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Bernat Handicrafter Cotton Solids 4.00mm",,https://www.lovecrafts.com/en-us/p/sweetheart-or-teddy-set-in-bernat-handicrafter-cotton-solids,Sweetheart_or_Teddy_Set_in_Bernat_Handicrafter_Cotton_Solids.jpg
Amigurumi Bunny Free Crochet Pattern,"Free Amigurumi Pattern to make cute crochet bunny toy. PATTERN LANGUAGES: English (in US terms), Danish, Dutch, French and German. CROCHET LEVEL: Easy / Beginner This pattern is easy to follow and contains lots of photos illustrating the process to help you. MEASUREMENTS: 8 inches (20cm) sitting (with ears), when done with sport weight yarn and size C crochet hook (2.5 - 2.75 mm). The size of bunny may vary depending on the size of hook and yarn you use. MATERIALS & TOOLS: I used sport weight yarn (100g - 330m/3.53Oz. - 361yds), Size C crochet hook (2.5-2.75 mm), Sewing needle, Polyester stuffing You are welcome to sell your finished items made from my crochet patterns. If you sell your work online, please indicate Lovely Baby Gift as a designer of this pattern. Rewriting, reselling or copying the pattern itself is prohibited. Thanks for looking and happy crocheting :)","Amigurumi Bunny Free Crochet Pattern Independent Designer Crochet Viktorija Dineikiene Danish, Dutch, English, French, German 1.0patterns nanpages Beginner SportSee Sport Knitting PatternsSee Sport YarnsWorstedSee Worsted Yarns Free Amigurumi Pattern to make cute crochet bunny toy. PATTERN LANGUAGES: English (in US terms), Danish, Dutch, French and German. CROCHET LEVEL: Easy / Beginner This pattern is easy to follow and contains lots of photos illustrating the process to help you. MEASUREMENTS: 8 inches (20cm) sitting (with ears), when done with sport weight yarn and size C crochet hook (2.5 - 2.75 mm). The size of bunny may vary depending on the size of hook and yarn you use. MATERIALS & TOOLS: I used sport weight yarn (100g - 330m/3.53Oz. - 361yds), Size C crochet hook (2.5-2.75 mm), Sewing needle, Polyester stuffing You are welcome to sell your finished items made from my crochet patterns. If you sell your work online, please indicate Lovely Baby Gift as a designer of this pattern. Rewriting, reselling or copying the pattern itself is prohibited. Thanks for looking and happy crocheting :)",Beginner,https://www.lovecrafts.com/en-us/p/amigurumi-bunny-free-crochet-pattern-crochet-pattern-by-viktorija-dineikiene,Amigurumi_Bunny_Free_Crochet_Pattern.jpg
Diagonal Scarf in Red Heart Boutique Midnight - LW4553 - Downloadable PDF,Learn how to crochet with our beginners guide!,Diagonal Scarf in Red Heart Boutique Midnight - LW4553 - Downloadable PDF Red Heart US Crochet Kathy Wigington English 1.0patterns 1.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! 4.50mm (G) Scarf: 6in to 60in,Beginner,https://www.lovecrafts.com/en-us/p/diagonal-scarf-in-red-heart-boutique-midnight-lw4553-downloadable-pdf,Diagonal_Scarf_in_Red_Heart_Boutique_Midnight_-_LW4553_-_Downloadable_PDF.jpg
Baby Bear Cozy in Red Heart Super Saver Economy Solids - LW4223,"Baby Bear Cozy in Red Heart Super Saver Economy Solids - LW4223 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Baby Bear Cozy in Red Heart Super Saver Economy Solids - LW4223 Red Heart US Crochet English 1.0patterns nanpages Baby Bear Cozy in Red Heart Super Saver Economy Solids - LW4223 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Super Saver Economy Solids 5.5mm",,https://www.lovecrafts.com/en-us/p/baby-bear-cozy-in-red-heart-super-saver-economy-solids-lw4223,Baby_Bear_Cozy_in_Red_Heart_Super_Saver_Economy_Solids_-_LW4223.jpg
Sunbeam A-line Vest - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns,"A really good A-line vest is so versatile! You can wear it its own or over a tee or dress - the spaghetti straps can be made wider if you prefer more coverage, and the filet dot pattern is easy to follow. Hooked up in Paintbox Cotton 4ply, this will be a super cool tank to wear in the warm weather! Download the PDF pattern for Sunbeam A-line Vest - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns & start crocheting today! Discover thousands of downloadables and FREE crochet patterns at LoveCrafts.com.","Sunbeam A-line Vest - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns Paintbox Yarns Crochet Paintbox Yarns English, German 1.0patterns 4.0pages Beginner FingeringSee Fingering Yarns A really good A-line vest is so versatile! You can wear it its own or over a tee or dress - the spaghetti straps can be made wider if you prefer more coverage, and the filet dot pattern is easy to follow. Hooked up in Paintbox Cotton 4ply, this will be a super cool tank to wear in the warm weather! Download the PDF pattern for Sunbeam A-line Vest - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton 4 ply by Paintbox Yarns & start crocheting today! Discover thousands of downloadables and FREE crochet patterns at LoveCrafts.com. Paintbox Yarns Cotton 4 ply 3.00mm To Fit Chest: 81-86cm to 142-147cm",Beginner,https://www.lovecrafts.com/en-us/p/sunbeam-a-line-vest-free-top-crochet-pattern-for-women-in-paintbox-yarns-cotton-4-ply-by-paintbox-yarns,Sunbeam_A-line_Vest_-_Free_Top_Crochet_Pattern_For_Women_in_Paintbox_Yarns_Cotton_4_ply_by_Paintbox_Yarns.jpg
Minion and Evil Minion,"This pattern does not include the fire hat - however if you are interested I will message you the link to the free pattern. Two patterns in One! Your choice to make an evil minion or regular minion or a one of each. Each minion measures appox. 5 1/2 inches tall when completed (a little more if you include the hair). This is a 9 page pdf file with many helpful pictures to help you better understand the pattern. Including pictures on how to make the evil minions hair, teeth, and other things. For the Evil Minion You Will Need… ● Craftsmart Yarn in Purple (Main Body Color)
● Red Heart Super Saver in Black
● Small amount of Red Heart Super Saver in Orchid
● Small amount of Red Heart Super Saver in White
● Small amount of Red Heart Super Saver in Grey
● Puffy Fabric paint in Black and Light Blue (optional)
● If you do not paint your eyes you can also glue on a googly eye. For the Yellow Minion You Will Need… ● Red Heart Super Saver in Bri","Minion and Evil Minion Independent Designer Crochet Melissa's Crochet Patterns English 1.0patterns nanpages Intermediate This pattern does not include the fire hat - however if you are interested I will message you the link to the free pattern. Two patterns in One! Your choice to make an evil minion or regular minion or a one of each. Each minion measures appox. 5 1/2 inches tall when completed (a little more if you include the hair). This is a 9 page pdf file with many helpful pictures to help you better understand the pattern. Including pictures on how to make the evil minions hair, teeth, and other things. For the Evil Minion You Will Need… ● Craftsmart Yarn in Purple (Main Body Color) ● Red Heart Super Saver in Black ● Small amount of Red Heart Super Saver in Orchid ● Small amount of Red Heart Super Saver in White ● Small amount of Red Heart Super Saver in Grey ● Puffy Fabric paint in Black and Light Blue (optional) ● If you do not paint your eyes you can also glue on a googly eye. For the Yellow Minion You Will Need… ● Red Heart Super Saver in Bri",Intermediate,https://www.lovecrafts.com/en-us/p/minion-and-evil-minion-crochet-pattern-by-melissas-crochet-patterns,Minion_and_Evil_Minion.jpg
Bobble Afghan in Bernat Baby Coordinates Solids,"Bobble Afghan in Bernat Baby Coordinates Solids is a free  Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Bobble Afghan in Bernat Baby Coordinates Solids Bernat Crochet English 1.0patterns nanpages Bobble Afghan in Bernat Baby Coordinates Solids is a free Crochet pattern by Bernat, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Bernat Baby Coordinates Solids 5.00mm",,https://www.lovecrafts.com/en-us/p/bobble-afghan-in-bernat-baby-coordinates-solids,Bobble_Afghan_in_Bernat_Baby_Coordinates_Solids.jpg
Avalon Afghan in Lion Brand Ice Cream - L50208 - Downloadable PDF,The Avalon Afghan is a crochet afghan pattern made with light weight yarn that has a skill level of easy.,Avalon Afghan in Lion Brand Ice Cream - L50208 - Downloadable PDF Lion Brand Crochet Teresa Chorzepa English 1.0patterns 4.0pages Intermediate SportSee Sport Knitting PatternsSee Sport Yarns The Avalon Afghan is a crochet afghan pattern made with light weight yarn that has a skill level of easy. Lion Brand Ice Cream 4.00mm (G) 31 x 36 in. (78.5 x 91.5 cm),Intermediate,https://www.lovecrafts.com/en-us/p/avalon-afghan-in-lion-brand-ice-cream-l50208-downloadable-pdf,Avalon_Afghan_in_Lion_Brand_Ice_Cream_-_L50208_-_Downloadable_PDF.jpg
Crochet Flowers for Workshops in Sirdar Supersoft Aran & Click Chunky,"Crochet Flowers for Workshops in Sirdar Supersoft Aran & Click Chunky is a free  Crochet pattern by Sirdar, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Crochet Flowers for Workshops in Sirdar Supersoft Aran & Click Chunky Sirdar Crochet English 1.0patterns nanpages Crochet Flowers for Workshops in Sirdar Supersoft Aran & Click Chunky is a free Crochet pattern by Sirdar, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Sirdar Snuggly Supersoft Aran,Sirdar Click Chunky 5.00mm;6.00mm",,https://www.lovecrafts.com/en-us/p/crochet-flowers-for-workshops-in-sirdar-supersoft-aran-click-chunky,Crochet_Flowers_for_Workshops_in_Sirdar_Supersoft_Aran__Click_Chunky.jpg
Baby Shells Blanket in Red Heart With Love Solids - LW4298 - Downloadable PDF,Learn how to crochet with our beginners guide!,Baby Shells Blanket in Red Heart With Love Solids - LW4298 - Downloadable PDF Red Heart US Crochet Salena Baca English 1.0patterns 1.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! Red Heart With Love Solids 5.50mm (I) Blanket: 36in square,Beginner,https://www.lovecrafts.com/en-us/p/baby-shells-blanket-in-red-heart-with-love-solids-lw4298-downloadable-pdf,Baby_Shells_Blanket_in_Red_Heart_With_Love_Solids_-_LW4298_-_Downloadable_PDF.jpg
Turtle Newborn Photo Prop in Red Heart Soft Solids - LW4327,"Turtle Newborn Photo Prop in Red Heart Soft Solids - LW4327 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Turtle Newborn Photo Prop in Red Heart Soft Solids - LW4327 Red Heart US Crochet English 2.0patterns nanpages Turtle Newborn Photo Prop in Red Heart Soft Solids - LW4327 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Soft - 256yds (234m) 5.5mm",,https://www.lovecrafts.com/en-us/p/turtle-newborn-photo-prop-in-red-heart-soft-solids-lw4327,Turtle_Newborn_Photo_Prop_in_Red_Heart_Soft_Solids_-_LW4327.jpg
Poet Dog Sweater in Lion Brand Homespun - L32350,"Poet Dog Sweater in Lion Brand Homespun - L32350 is a free  Crochet pattern by Lion Brand, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Poet Dog Sweater in Lion Brand Homespun - L32350 Lion Brand Crochet English 1.0patterns nanpages Poet Dog Sweater in Lion Brand Homespun - L32350 is a free Crochet pattern by Lion Brand, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Lion Brand Homespun 6.50mmmm",,https://www.lovecrafts.com/en-us/p/poet-dog-sweater-in-lion-brand-homespun-l32350,Poet_Dog_Sweater_in_Lion_Brand_Homespun_-_L32350.jpg
Christmas Tree - Amigurumi Crochet - Free Crochet Patterns - Crochet Pattern Cute,Looking for a festive craft project? This free crochet pattern for a Christmas Tree Doll with a cheerful yellow star on top is perfect for holiday decorations or thoughtful handmade gifts.,Christmas Tree - Amigurumi Crochet - Free Crochet Patterns - Crochet Pattern Cute Independent Designer Crochet Kathy Leung English 1.0patterns 7.0pages Intermediate Sport Looking for a festive craft project? This free crochet pattern for a Christmas Tree Doll with a cheerful yellow star on top is perfect for holiday decorations or thoughtful handmade gifts. Paintbox Yarns Cotton DK,Intermediate,https://www.lovecrafts.com/en-us/p/christmas-tree-amigurumi-crochet-free-crochet-patterns-crochet-pattern-cute-crochet-pattern-by-kathy-leung,Christmas_Tree_-_Amigurumi_Crochet_-_Free_Crochet_Patterns_-_Crochet_Pattern_Cute.jpg
