title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
"Crossings Earwarmer, Cowl, and Mittsby Ruth Nguyen","A contemporary snowflake motif is used in a variety of ways across this sporty, stylish set of earwarmer, cowl, and mitts. The sport-weight colorwork is worked using tapestry crochet and sewn to the cozy faux-fur lining. Buttons fasten the earwarmer snugly around the head. Quick to whip up, this cozy accessory set will become your neck, hands, and ears’ favorite thing this winter, whether you’re hitting a ski slope or out for some holiday shopping!",,Intermediate,"Earwarmer, Cowl and Mitts Set","Super Bulky, Sport",,1314,Wool,F/5 (3.75mm) and N (9.0mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58167220.jpg~w=1000,h=1000,v=1",../data/images\Crossings_Earwarmer_Cowl_and_Mittsby_Ruth_Nguyen.jpg,https://www.crochet.com/crossings-earwarmer-cowl-and-mitts/p/58167
Crumpet Shawlby Lisa Gentry,"The Crumpet Shawl is worked with beginner friendly double crochet stitches, forming intricate shells, graceful v-stitches, and delicate picots. What makes this crochet shawl truly special is its versatility as a gift. Whether you’re celebrating a cherished friendship, or simply showing someone you care, this shawl is a heartfelt expression for all occasions. The Crumpet crochet shawl will warm not only the body but also the heart of the recipient. CotLin™ (DK, 70% Tanguis Cotton, 30% Linen; 123yds/50g): Chicory 27758; 8 skeins",Crochet,Intermediate,"22"" Wide x 72"" Long","DK, Worsted",,984,Cotton,US G/6 (4.25mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56363220.jpg~w=1000,h=1000,v=1",../data/images\Crumpet_Shawlby_Lisa_Gentry.jpg,https://www.crochet.com/crumpet-shawl/p/56363
Cumberland Tankby Two of Wands,"Designed for summer boat trips and picnics in the park, the Cumberland Tank is a shell style sleeveless top with a slightly relaxed fit. This striped fabric evokes a classic feel that will carry through years to come. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Intermediate,"35"" finished chest, 39"" finished chest, 43"" finished chest, 47"" finished chest, 51"" finished chest, 55"" finished chest, 59"" finished chest, 63"" finished chest",Worsted,,738-1722,Acrylic,I /5.5 mm & J/6 crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18789220.jpg~w=1000,h=1000,v=1",../data/images\Cumberland_Tankby_Two_of_Wands.jpg,https://www.crochet.com/cumberland-tank/p/18789D
Custard Pie Dishclothby Heidi Wells,"This easy shell stitch center creates a delectable, textured effect, snugly framed by a chunky single crochet border.",Crochet,Easy,"8.25' x 8.25'""",Worsted,,190,Cotton,Size J/10 (6mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55588220.jpg~w=1000,h=1000,v=1",../data/images\Custard_Pie_Dishclothby_Heidi_Wells.jpg,https://www.crochet.com/custard-pie-dishcloth/p/55588
Daisy Mandala Beanieby Alla Koval,"Inspired by the cheerful daisy, this delicate beanie adds a floral touch to any ensemble. Crocheted in rounds, this piece offers a comfy fit while gently taming your tresses. Get playful with vibrant hues and use multiple yarn colors, or add a pop of style by crocheting a contrasting color border.",,Intermediate,"22"" circumference",DK,,246,Cotton,Size D/3 (3.25mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58053220.jpg~w=1000,h=1000,v=1",../data/images\Daisy_Mandala_Beanieby_Alla_Koval.jpg,https://www.crochet.com/daisy-mandala-beanie/p/58053
Dancing Shells Dishclothby Kim Cameron,"The shell stitch is a popular crochet stitch, but this dishcloth is taking it a step further. The dancing raised shells gives an interesting texture to look at and works double duty when washing your dishes!",Crochet,Intermediate,"9"" x 8.5"", blocked",Worsted,,100,Cotton,US I/9 (5.5mm) hooks,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55587220.jpg~w=1000,h=1000,v=1",../data/images\Dancing_Shells_Dishclothby_Kim_Cameron.jpg,https://www.crochet.com/dancing-shells-dishcloth/p/55587
Dandelion Crop Cardiby Brenda K.B. Anderson,"This cropped cardigan is just the thing to throw on over a sundress in transitional weather or the air-conditioned office. Dandelion chains and leaves encircle the yoke as the body gives way to a flattering deep ribbed band below the bust. The Dandelion Cardi is a steeked colorwork yoke sweater, worked in the round from the top down. Short Rows are used just below the colorwork section to raise the back neck of the sweater. Ribbing is created in turned rows and joined as you go to the hem, armholes, and neckline. Ribbed button bands are crocheted separately and stitched to fronts after steek is cut.",Crochet,Advanced,"32.5"" finished chest measurement, 35.75"" finished chest measurement, 38.75"" finished chest measurement, 41"" finished chest measurement, 44.25"" finished chest measurement, 47.25"" finished chest measurement, 50"" finished chest measurement, 53"" finished chest measurement, 55.25"" finished chest measurement",Fingering,,1386-2541,Wool,"D/3 mm, C/2.75mm crochet hook","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58238220.jpg~w=1000,h=1000,v=1",../data/images\Dandelion_Crop_Cardiby_Brenda_KB_Anderson.jpg,https://www.crochet.com/dandelion-crop-cardi/p/58238
Dara Knot Blanketby Kristen Clay,A cozy basketweave - the perfect rustic texture for Brava Tweed - frames the simple center of this delightfully modern blanket to wrap you or your loved ones in the heartwarming joy of handmade. The wide basketweave border is created with crossed front and back post treble crochet stitches and is worked as you go. The pattern is written for four sizes so you can choose the one right for you.,Crochet,Intermediate,"28"" wide x 28"" long , 28"" wide x 35"" long , 41"" wide x 49"" long , 50"" wide x 66"" long",Worsted,,1308-3488,Acrylic,G/4.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56286220.jpg~w=1000,h=1000,v=1",../data/images\Dara_Knot_Blanketby_Kristen_Clay.jpg,https://www.crochet.com/dara-knot-blanket/p/56286
Darcy Tote Bagby Joyce Geisler,"This is a great bag to hold all the essentials for a walk around town, the beach or the local craft and antiques market. The Darcy Tote bag is a quick and easy pattern to make. It is worked in two identical panels that are then joined on three sides by single crochet. The top edge is worked in Reverse Single Crochet for added detail, and the fringe at the bottom is a simple slip stitch into a chain. A little tassel on the zipper pull makes it easy to open and close. An easy fabric lining is added with a zipper at the top, and the lining is sewn to the crochet bag. Snap on a purchased strap and it is ready to go!",,Intermediate,One size,Worsted,,436,Acrylic,G/4.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56287220.jpg~w=1000,h=1000,v=1",../data/images\Darcy_Tote_Bagby_Joyce_Geisler.jpg,https://www.crochet.com/darcy-tote-bag/p/56287
Dazzler the Unicorn Headbandby Brenda K.B. Anderson,"Who doesn't want to be a unicorn? This playful headband fits children as well as adults because why should the kids shouldn't have all the fun. Great for birthday celebrations, dance parties, or any day when you need a little extra magic. The way this horn spirals as it grows from your hands feels just like magic. The spiraling happens as a result of a few increases right next to a few decreases. Be careful not to miss the first half of the first decrease, since it does get a little crowded with all those increase stitches next to it. A crocheted circle gets folded in half around a half-circle of plastic canvas and is stitched around the center of a plastic headband to create the base. This allows more room to attach the horn and flowers and helps keep the headband upright.",Crochet,Intermediate,"Headband cover sized to fit 1"" wide headband",Worsted,,1308,Acrylic,U.S. D/3 (3.25 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58092220.jpg~w=1000,h=1000,v=1",../data/images\Dazzler_the_Unicorn_Headbandby_Brenda_KB_Anderson.jpg,https://www.crochet.com/dazzler-the-unicorn-headband/p/58092
Dearly Beloved Shawlby Michele DuNaier,"A lovely confection of shells, fans, loops, and lace, the Dearly Beloved Shawl was designed for a special day! With a delicate curved shape and a picot edging, and made from yarn as soft as a cloud, this shawl will become a cherished heirloom. The shawl begins at the back of the neck with a dense shell Section. The rows widen with increasing at the row ends and at the center. The fabric gently transitions into openwork sections then ends with a lower edging picot row.",,Intermediate,"66"" along top edge x 24"" down center",Fingering,,924,Wool,Sizes G/6 (4.00mm) & 7 (4.50mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58056220.jpg~w=1000,h=1000,v=1",../data/images\Dearly_Beloved_Shawlby_Michele_DuNaier.jpg,https://www.crochet.com/dearly-beloved-shawl/p/58056
Desert Hills Throwby Chrisandra Skipper,"Imagine cozying up on a cool morning, holding a cup of coffee, with the sun beaming down. This blanket is a perfect fit for those cool mornings on the back deck or evenings by the lake. The Dayscape Blanket features simple color work and filet crochet. The color work is done using bobbins to allow for seamless transitions on the front and back. The sky pops with the filet style crochet for added texture and interest.",Crochet,Intermediate,"51"" Wide x 55"" Long",Sport,,2624,Wool,G/6 (4.00mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56335220.jpg~w=1000,h=1000,v=1",../data/images\Desert_Hills_Throwby_Chrisandra_Skipper.jpg,https://www.crochet.com/desert-hills-throw/p/56335
Design Your Own Sea Creatureby Jennifer Olivarez,"Humans have explored only 5% of the ocean floor. The rest of this underwater realm remains uncharted. Ponder the mysteries that lurk in the deepest parts of our oceans while designing your own yet-to-be-discovered sea creature. Start with the body, which is crocheted from the top down, using chain spaces to create openings for the mouth and tail. From there a unique sea creature is sure to emerge as you decide which body parts to add. Choose from among the tails, fins, spikes, spots, tentacles, lures, and whisker-like feelers to complete your creature.",Crochet,Intermediate,"Short-tail creature: 7"" long, 5.5"" tall, 3"" wide, Long-tail creature: 12.5"" long, 5.5"" tall, 3"" wide",Worsted,,872,Cotton,U.S. G/6 (4 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58093220.jpg~w=1000,h=1000,v=1",../data/images\Design_Your_Own_Sea_Creatureby_Jennifer_Olivarez.jpg,https://www.crochet.com/design-your-own-sea-creature/p/58093
Dewdrop Back Scrubberby Ashley Gibbons,They say there's nothing like a good morning shower to get your day started on the right foot. One can only imagine what a shower with a great back scrub could do for your mind and body. Ensure you have a great shower (and day) with this Dewdrop Scrubber with its invigorating texture. The Bobble Back Scrubber is worked in a single piece using the bobble stitch in an arrow pattern to create a deep cleaning texture.,,Intermediate,"Child Size: 6.5"" wide x 20.5"" long, Adult Size: 6.5"" wide x 28"" long, without handles",Worsted,,380-570,Cotton,I/9 (5.5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55072220.jpg~w=1000,h=1000,v=1",../data/images\Dewdrop_Back_Scrubberby_Ashley_Gibbons.jpg,https://www.crochet.com/dewdrop-back-scrubber/p/55072
Diamond Bucket Bagby Chrisandra Skipper,"Toss everything you need for the big day into this chic little bag, then continue to use it for your honeymoon and beyond. A geometric pattern gives this romantic backpack a modern edge. This is a bucket-style bag with a cinched top. It is worked in the round and features horizontal bobble stitches and tapestry colorwork that gives it great dimension. The double layer bottom gives it extra integrity to carry all the things you need",Crochet,Intermediate,"9"" diameter x 11"" high",Bulky,,680,Acrylic,Sizes I/9 (5.5mm) & K/10.5 (6.5mm) Crochet hooks,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58058220.jpg~w=1000,h=1000,v=1",../data/images\Diamond_Bucket_Bagby_Chrisandra_Skipper.jpg,https://www.crochet.com/diamond-bucket-bag/p/58058
Diamond Shine Scarfby Kristen Clay,"Squares become diamonds! Three favorite colors combine to make an unusual but quick-to-stitch scarf - gift it or pair it with cool weather outfits. Simple 3-color granny squares are joined tip to tip to create a fun twist on a basic motif, an easy tote-along project. Lace V-shaped inserts fill in the sides and create a side edging at the same time. Tassels are optional.",Crochet,Easy,"6"" width × 60"" length",Sport,,984,,US F/5 (3.75mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9053.jpg~w=1000,h=1000,v=1",../data/images\Diamond_Shine_Scarfby_Kristen_Clay.jpg,https://www.crochet.com/diamond-shine-scarf/p/N9053
Dot to Dot Lapghanby Two of Wands,"This geometric crochet lapghancan serve as a small blanket for the couch or the car, and it can also function as a decorative rug. High contrast streams of bobbles accent a simple base of double crochet to bring a modern aesthetic to this easy project.",,Easy,"36"" x 48""",Bulky,,822,Wool,Size L/11 (8mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58218220.jpg~w=1000,h=1000,v=1",../data/images\Dot_to_Dot_Lapghanby_Two_of_Wands.jpg,https://www.crochet.com/dot-to-dot-lapghan/p/58218
Dragonfly Delight Dishclothby Jennifer Pionk,A simple stitch pattern worked in the round to create a dragonfly motif. Add a simple edging in a contrasting color for a finishing touch.,Crochet,Intermediate,"6.5"" Square",Worsted,,95,Cotton,Size H/8 (5mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56001220.jpg~w=1000,h=1000,v=1",../data/images\Dragonfly_Delight_Dishclothby_Jennifer_Pionk.jpg,https://www.crochet.com/dragonfly-delight-dishcloth/p/56001
Duo Granny Bandanaby Two of Wands,"This trendy spring accessory works overtime as a kerchief that works for the head or the neck. Worked up in classic granny squares, it will give a pop of color to any outfit. Work up several with the same colors in different orders for you and all your pals.",Crochet,Easy,"17"" wide x 9"" depth x 18"" strap",Worsted,,1230,,US G/6 (4mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n8172.jpg~w=1000,h=1000,v=1",../data/images\Duo_Granny_Bandanaby_Two_of_Wands.jpg,https://www.crochet.com/duo-granny-bandana/p/N8172
